title:Aegis' Endgame Analysis | Tier: S-B (No Exotic Tabs) (updated 2026-04-07)
description:Based on Aegis' Endgame Analysis Spreadsheet (updated 2026-04-07). -> https://docs.google.com/spreadsheets/d/1JM-0SlxVDAi-C6rGVlLxa-J1WGewEeL8Qvq4htWZHhY <- | Autogenerated by JxP on 2026-08-08 16:22:00

// A Good Shout
//notes:[Rank]: 1 / [Priority]: high / [Role]: DPS crossbow / [Source]: Tenet of Bravery, Zavala / [Alternatives]: Submersion | tags: aegis endgame pve
dimwishlist:item=3612338554&perks=1840239774,106909392,1523832109,469285294
dimwishlist:item=570866107&perks=1840239774,106909392,3978468247,3201496230
dimwishlist:item=570866107&perks=1840239774,106909392,3978468247,469285294
dimwishlist:item=570866107&perks=1840239774,106909392,1523832109,3201496230
dimwishlist:item=570866107&perks=1840239774,106909392,1523832109,469285294
dimwishlist:item=2731922624&perks=1840239774,106909392,1523832109,469285294

// Last Foray
//notes:[Tier]: A / [Notes]: in contention for best add clear sniper due to Incendiary artifact mod and Veteran's Wisdom | tags: aegis endgame pve
dimwishlist:item=1106635211&perks=1840239774,106909392,3978468247,4293542123
dimwishlist:item=1106635211&perks=1840239774,106909392,3978468247,3751912585
dimwishlist:item=4118936670&perks=1840239774,106909392,3418782618,3078487919
dimwishlist:item=4118936670&perks=1840239774,106909392,3418782618,4293542123
dimwishlist:item=4118936670&perks=1840239774,106909392,3418782618,3751912585
dimwishlist:item=4118936670&perks=1840239774,106909392,3978468247,3078487919
dimwishlist:item=4118936670&perks=1840239774,106909392,3978468247,4293542123
dimwishlist:item=4118936670&perks=1840239774,106909392,3978468247,3751912585

// Succession
//notes:[Tier]: A / [Notes]: very high burst for roam with KT/Harmony + Recombination, sadly no Redirection | tags: aegis endgame pve
dimwishlist:item=2990047042&perks=1840239774,106909392,3523296417,469285294
dimwishlist:item=3612338554&perks=1840239774,106909392,3523296417,469285294
dimwishlist:item=570866107&perks=1840239774,106909392,3523296417,469285294
dimwishlist:item=2731922624&perks=1840239774,106909392,3891536761,469285294
dimwishlist:item=2731922624&perks=1840239774,106909392,3891536761,3764420437
dimwishlist:item=2731922624&perks=1840239774,106909392,3891536761,2305480722
dimwishlist:item=2731922624&perks=1840239774,106909392,438098033,469285294
dimwishlist:item=2731922624&perks=1840239774,106909392,438098033,3764420437
dimwishlist:item=2731922624&perks=1840239774,106909392,438098033,2305480722
dimwishlist:item=2731922624&perks=1840239774,106909392,3523296417,469285294
dimwishlist:item=2731922624&perks=1840239774,106909392,3523296417,3764420437
dimwishlist:item=2731922624&perks=1840239774,106909392,3523296417,2305480722

// Tatara Gaze
//notes:[Tier]: B / [Notes]: Succession combination with less artifact synergy | tags: aegis endgame pve
dimwishlist:item=2531614757&perks=1840239774,106909392,3978468247,3201496230
dimwishlist:item=2531614757&perks=1840239774,106909392,3978468247,1089671869
dimwishlist:item=2531614757&perks=1840239774,106909392,3978468247,2305480722
dimwishlist:item=2531614757&perks=1840239774,106909392,3418782618,3201496230
dimwishlist:item=2531614757&perks=1840239774,106909392,3418782618,1089671869
dimwishlist:item=2531614757&perks=1840239774,106909392,3418782618,2305480722
dimwishlist:item=3595694326&perks=1840239774,106909392,3978468247,3201496230
dimwishlist:item=3595694326&perks=1840239774,106909392,3978468247,1089671869
dimwishlist:item=3595694326&perks=1840239774,106909392,3978468247,2305480722
dimwishlist:item=3595694326&perks=1840239774,106909392,3418782618,3201496230
dimwishlist:item=3595694326&perks=1840239774,106909392,3418782618,1089671869
dimwishlist:item=3595694326&perks=1840239774,106909392,3418782618,2305480722

// Volta Bracket
//notes:[Tier]: B / [Notes]: only StL + EP kinetic special, has okay perks otherwise | tags: aegis endgame pve
dimwishlist:item=3920310144&perks=1840239774,106909392,3700496672,3038247973
dimwishlist:item=3920310144&perks=1840239774,106909392,3700496672,3751912585
dimwishlist:item=3920310144&perks=1840239774,106909392,3700496672,2305480722
dimwishlist:item=3920310144&perks=1840239774,106909392,3400784728,3038247973
dimwishlist:item=3920310144&perks=1840239774,106909392,3400784728,3751912585
dimwishlist:item=3920310144&perks=1840239774,106909392,3400784728,2305480722
dimwishlist:item=3920310144&perks=1840239774,106909392,2054520291,3038247973
dimwishlist:item=3920310144&perks=1840239774,106909392,2054520291,3751912585
dimwishlist:item=3920310144&perks=1840239774,106909392,2054520291,2305480722

// The Supremacy
//notes:[Tier]: B / [Notes]: LFG + KT good for roam, but definitely overshadowed by other kinetic roam snipers now | tags: aegis endgame pve
dimwishlist:item=2884596447&perks=1840239774,1087426260,1556840489,3891536761
dimwishlist:item=2884596447&perks=1840239774,1087426260,3978468247,3891536761

// Trophy Hunter
//notes:[Tier]: B / [Notes]: decent dump sniper with origin, also has Withering access, definitely worse than kinetic meta options | tags: aegis endgame pve
dimwishlist:item=2566169398&perks=1840239774,106909392,3400784728,3764420437
dimwishlist:item=2566169398&perks=1840239774,106909392,3400784728,3078487919
dimwishlist:item=2566169398&perks=1840239774,106909392,3400784728,1134488199
dimwishlist:item=2566169398&perks=1840239774,106909392,3300816228,3764420437
dimwishlist:item=2566169398&perks=1840239774,106909392,3300816228,3078487919
dimwishlist:item=2566169398&perks=1840239774,106909392,3300816228,1134488199
dimwishlist:item=2566169398&perks=1840239774,106909392,1556840489,3764420437
dimwishlist:item=2566169398&perks=1840239774,106909392,1556840489,3078487919
dimwishlist:item=2566169398&perks=1840239774,106909392,1556840489,1134488199

// Embraced Identity
//notes:[Tier]: B / [Notes]: highest per-shot damage Withering sniper, also has double damage perks | tags: aegis endgame pve
dimwishlist:item=2821677368&perks=1840239774,1087426260,1134488199,3201496230
dimwishlist:item=2821677368&perks=1840239774,1087426260,1134488199,3764420437
dimwishlist:item=2821677368&perks=1840239774,1087426260,1134488199,2319119708
dimwishlist:item=2821677368&perks=1840239774,1087426260,1546637391,3201496230
dimwishlist:item=2821677368&perks=1840239774,1087426260,1546637391,3764420437
dimwishlist:item=2821677368&perks=1840239774,1087426260,1546637391,2319119708
dimwishlist:item=2821677368&perks=1840239774,1087426260,1523832109,3201496230
dimwishlist:item=2821677368&perks=1840239774,1087426260,1523832109,3764420437
dimwishlist:item=2821677368&perks=1840239774,1087426260,1523832109,2319119708

// Alone as a god
//notes:[Tier]: B / [Notes]: works well with Kinetic Synthesis, still worse than S tier options though | tags: aegis endgame pve
dimwishlist:item=353884603&perks=1840239774,106909392,3418782618,1226351311
dimwishlist:item=353884603&perks=1840239774,106909392,3418782618,3764420437
dimwishlist:item=353884603&perks=1840239774,106909392,3418782618,2305480722
dimwishlist:item=4278664152&perks=1840239774,106909392,3418782618,1226351311
dimwishlist:item=4278664152&perks=1840239774,106909392,3418782618,3764420437
dimwishlist:item=4278664152&perks=1840239774,106909392,3418782618,2305480722

// Naeem's Lance
//notes:[Tier]: B / [Notes]: first and only Cascade rapid option, Deconstruct + damage perk too for niche cases | tags: aegis endgame pve
dimwishlist:item=4119503981&perks=1840239774,106909392,2054520291,3751912585
dimwishlist:item=4119503981&perks=1840239774,106909392,2054520291,1089671869
dimwishlist:item=4119503981&perks=1840239774,106909392,2054520291,2305480722
dimwishlist:item=4119503981&perks=1840239774,106909392,3993379141,3751912585
dimwishlist:item=4119503981&perks=1840239774,106909392,3993379141,1089671869
dimwishlist:item=4119503981&perks=1840239774,106909392,3993379141,2305480722
dimwishlist:item=4119503981&perks=1840239774,106909392,3418782618,3751912585
dimwishlist:item=4119503981&perks=1840239774,106909392,3418782618,1089671869
dimwishlist:item=4119503981&perks=1840239774,106909392,3418782618,2305480722

// Lotus-Eater
//notes:[Tier]: S / [Notes]: best synergy with artifacts and has StL + insane radius | tags: aegis endgame pve
dimwishlist:item=3922217119&perks=3525010810,1431678320,776531651,2048641572
dimwishlist:item=3922217119&perks=3525010810,1431678320,776531651,1134488199
dimwishlist:item=3922217119&perks=3525010810,1431678320,3700496672,2048641572
dimwishlist:item=3922217119&perks=3525010810,1431678320,3700496672,1134488199
dimwishlist:item=3922217119&perks=1478423395,1431678320,776531651,2048641572
dimwishlist:item=3922217119&perks=1478423395,1431678320,776531651,1134488199
dimwishlist:item=3922217119&perks=1478423395,1431678320,3700496672,2048641572
dimwishlist:item=3922217119&perks=1478423395,1431678320,3700496672,1134488199
dimwishlist:item=924095500&perks=3525010810,1431678320,776531651,2048641572
dimwishlist:item=924095500&perks=3525010810,1431678320,776531651,3708227201
dimwishlist:item=924095500&perks=3525010810,1431678320,776531651,1134488199
dimwishlist:item=924095500&perks=3525010810,1431678320,1421772400,2048641572
dimwishlist:item=924095500&perks=3525010810,1431678320,1421772400,3708227201
dimwishlist:item=924095500&perks=3525010810,1431678320,1421772400,1134488199
dimwishlist:item=924095500&perks=1478423395,1431678320,776531651,2048641572
dimwishlist:item=924095500&perks=1478423395,1431678320,776531651,3708227201
dimwishlist:item=924095500&perks=1478423395,1431678320,776531651,1134488199
dimwishlist:item=924095500&perks=1478423395,1431678320,1421772400,2048641572
dimwishlist:item=924095500&perks=1478423395,1431678320,1421772400,3708227201
dimwishlist:item=924095500&perks=1478423395,1431678320,1421772400,1134488199
dimwishlist:item=837298567&perks=3525010810,1431678320,776531651,2048641572
dimwishlist:item=837298567&perks=3525010810,1431678320,776531651,3708227201
dimwishlist:item=837298567&perks=3525010810,1431678320,776531651,1134488199
dimwishlist:item=837298567&perks=3525010810,1431678320,1421772400,2048641572
dimwishlist:item=837298567&perks=3525010810,1431678320,1421772400,3708227201
dimwishlist:item=837298567&perks=3525010810,1431678320,1421772400,1134488199
dimwishlist:item=837298567&perks=1478423395,1431678320,776531651,2048641572
dimwishlist:item=837298567&perks=1478423395,1431678320,776531651,3708227201
dimwishlist:item=837298567&perks=1478423395,1431678320,776531651,1134488199
dimwishlist:item=837298567&perks=1478423395,1431678320,1421772400,2048641572
dimwishlist:item=837298567&perks=1478423395,1431678320,1421772400,3708227201
dimwishlist:item=837298567&perks=1478423395,1431678320,1421772400,1134488199
dimwishlist:item=2697143634&perks=3525010810,1431678320,776531651,2048641572
dimwishlist:item=2697143634&perks=3525010810,1431678320,776531651,1134488199
dimwishlist:item=2697143634&perks=3525010810,1431678320,3700496672,2048641572
dimwishlist:item=2697143634&perks=3525010810,1431678320,3700496672,1134488199
dimwishlist:item=2697143634&perks=1478423395,1431678320,776531651,2048641572
dimwishlist:item=2697143634&perks=1478423395,1431678320,776531651,1134488199
dimwishlist:item=2697143634&perks=1478423395,1431678320,3700496672,2048641572
dimwishlist:item=2697143634&perks=1478423395,1431678320,3700496672,1134488199

// High Albedo
//notes:[Tier]: S / [Notes]: arguably the best user of the new kinetic perks in the entire game, also 15% kinetic boost | tags: aegis endgame pve
dimwishlist:item=2662459958&perks=3525010810,106909392,2289534249,3891536761
dimwishlist:item=2662459958&perks=3525010810,106909392,2289534249,1226351311
dimwishlist:item=2662459958&perks=3525010810,106909392,2289534249,1202584452
dimwishlist:item=2662459958&perks=3525010810,106909392,1556840489,3891536761
dimwishlist:item=2662459958&perks=3525010810,106909392,1556840489,1226351311
dimwishlist:item=2662459958&perks=3525010810,106909392,1556840489,1202584452
dimwishlist:item=2662459958&perks=3525010810,106909392,1517798362,3891536761
dimwishlist:item=2662459958&perks=3525010810,106909392,1517798362,1226351311
dimwishlist:item=2662459958&perks=3525010810,106909392,1517798362,1202584452
dimwishlist:item=2662459958&perks=1478423395,106909392,2289534249,3891536761
dimwishlist:item=2662459958&perks=1478423395,106909392,2289534249,1226351311
dimwishlist:item=2662459958&perks=1478423395,106909392,2289534249,1202584452
dimwishlist:item=2662459958&perks=1478423395,106909392,1556840489,3891536761
dimwishlist:item=2662459958&perks=1478423395,106909392,1556840489,1226351311
dimwishlist:item=2662459958&perks=1478423395,106909392,1556840489,1202584452
dimwishlist:item=2662459958&perks=1478423395,106909392,1517798362,3891536761
dimwishlist:item=2662459958&perks=1478423395,106909392,1517798362,1226351311
dimwishlist:item=2662459958&perks=1478423395,106909392,1517798362,1202584452

// Returned Memory
//notes:[Tier]: S / [Notes]: Redirection is an interesting perk, Tenacity is a solid origin, Heal Clip always solid | tags: aegis endgame pve
dimwishlist:item=4049127142&perks=3525010810,106909392,3017780555,3201496230
dimwishlist:item=4049127142&perks=3525010810,106909392,3017780555,4293542123
dimwishlist:item=4049127142&perks=3525010810,106909392,3017780555,2890807135
dimwishlist:item=4049127142&perks=3525010810,106909392,2360347339,3201496230
dimwishlist:item=4049127142&perks=3525010810,106909392,2360347339,4293542123
dimwishlist:item=4049127142&perks=3525010810,106909392,2360347339,2890807135
dimwishlist:item=4049127142&perks=3525010810,106909392,1556840489,3201496230
dimwishlist:item=4049127142&perks=3525010810,106909392,1556840489,4293542123
dimwishlist:item=4049127142&perks=3525010810,106909392,1556840489,2890807135
dimwishlist:item=4049127142&perks=3525010810,1380253176,3017780555,3201496230
dimwishlist:item=4049127142&perks=3525010810,1380253176,3017780555,4293542123
dimwishlist:item=4049127142&perks=3525010810,1380253176,3017780555,2890807135
dimwishlist:item=4049127142&perks=3525010810,1380253176,2360347339,3201496230
dimwishlist:item=4049127142&perks=3525010810,1380253176,2360347339,4293542123
dimwishlist:item=4049127142&perks=3525010810,1380253176,2360347339,2890807135
dimwishlist:item=4049127142&perks=3525010810,1380253176,1556840489,3201496230
dimwishlist:item=4049127142&perks=3525010810,1380253176,1556840489,4293542123
dimwishlist:item=4049127142&perks=3525010810,1380253176,1556840489,2890807135
dimwishlist:item=4049127142&perks=3525010810,1431678320,3017780555,3201496230
dimwishlist:item=4049127142&perks=3525010810,1431678320,3017780555,4293542123
dimwishlist:item=4049127142&perks=3525010810,1431678320,3017780555,2890807135
dimwishlist:item=4049127142&perks=3525010810,1431678320,2360347339,3201496230
dimwishlist:item=4049127142&perks=3525010810,1431678320,2360347339,4293542123
dimwishlist:item=4049127142&perks=3525010810,1431678320,2360347339,2890807135
dimwishlist:item=4049127142&perks=3525010810,1431678320,1556840489,3201496230
dimwishlist:item=4049127142&perks=3525010810,1431678320,1556840489,4293542123
dimwishlist:item=4049127142&perks=3525010810,1431678320,1556840489,2890807135
dimwishlist:item=4049127142&perks=1478423395,106909392,3017780555,3201496230
dimwishlist:item=4049127142&perks=1478423395,106909392,3017780555,4293542123
dimwishlist:item=4049127142&perks=1478423395,106909392,3017780555,2890807135
dimwishlist:item=4049127142&perks=1478423395,106909392,2360347339,3201496230
dimwishlist:item=4049127142&perks=1478423395,106909392,2360347339,4293542123
dimwishlist:item=4049127142&perks=1478423395,106909392,2360347339,2890807135
dimwishlist:item=4049127142&perks=1478423395,106909392,1556840489,3201496230
dimwishlist:item=4049127142&perks=1478423395,106909392,1556840489,4293542123
dimwishlist:item=4049127142&perks=1478423395,106909392,1556840489,2890807135
dimwishlist:item=4049127142&perks=1478423395,1380253176,3017780555,3201496230
dimwishlist:item=4049127142&perks=1478423395,1380253176,3017780555,4293542123
dimwishlist:item=4049127142&perks=1478423395,1380253176,3017780555,2890807135
dimwishlist:item=4049127142&perks=1478423395,1380253176,2360347339,3201496230
dimwishlist:item=4049127142&perks=1478423395,1380253176,2360347339,4293542123
dimwishlist:item=4049127142&perks=1478423395,1380253176,2360347339,2890807135
dimwishlist:item=4049127142&perks=1478423395,1380253176,1556840489,3201496230
dimwishlist:item=4049127142&perks=1478423395,1380253176,1556840489,4293542123
dimwishlist:item=4049127142&perks=1478423395,1380253176,1556840489,2890807135
dimwishlist:item=4049127142&perks=1478423395,1431678320,3017780555,3201496230
dimwishlist:item=4049127142&perks=1478423395,1431678320,3017780555,4293542123
dimwishlist:item=4049127142&perks=1478423395,1431678320,3017780555,2890807135
dimwishlist:item=4049127142&perks=1478423395,1431678320,2360347339,3201496230
dimwishlist:item=4049127142&perks=1478423395,1431678320,2360347339,4293542123
dimwishlist:item=4049127142&perks=1478423395,1431678320,2360347339,2890807135
dimwishlist:item=4049127142&perks=1478423395,1431678320,1556840489,3201496230
dimwishlist:item=4049127142&perks=1478423395,1431678320,1556840489,4293542123
dimwishlist:item=4049127142&perks=1478423395,1431678320,1556840489,2890807135

// Indebted Kindness
//notes:[Tier]: S / [Notes]: fast orb gen due to splash + Air Trigger and good add clear perks | tags: aegis endgame pve
dimwishlist:item=3381450498&perks=3525010810,106909392,3993379141,2173046394
dimwishlist:item=3381450498&perks=3525010810,106909392,3993379141,243981275
dimwishlist:item=3381450498&perks=1478423395,106909392,3993379141,2173046394
dimwishlist:item=3381450498&perks=1478423395,106909392,3993379141,243981275
dimwishlist:item=2554513694&perks=3525010810,106909392,1421772400,2173046394
dimwishlist:item=2554513694&perks=3525010810,106909392,1421772400,2396489472
dimwishlist:item=2554513694&perks=3525010810,106909392,1421772400,243981275
dimwishlist:item=2554513694&perks=3525010810,106909392,3993379141,2173046394
dimwishlist:item=2554513694&perks=3525010810,106909392,3993379141,2396489472
dimwishlist:item=2554513694&perks=3525010810,106909392,3993379141,243981275
dimwishlist:item=2554513694&perks=3525010810,106909392,960810156,2173046394
dimwishlist:item=2554513694&perks=3525010810,106909392,960810156,2396489472
dimwishlist:item=2554513694&perks=3525010810,106909392,960810156,243981275
dimwishlist:item=2554513694&perks=1478423395,106909392,1421772400,2173046394
dimwishlist:item=2554513694&perks=1478423395,106909392,1421772400,2396489472
dimwishlist:item=2554513694&perks=1478423395,106909392,1421772400,243981275
dimwishlist:item=2554513694&perks=1478423395,106909392,3993379141,2173046394
dimwishlist:item=2554513694&perks=1478423395,106909392,3993379141,2396489472
dimwishlist:item=2554513694&perks=1478423395,106909392,3993379141,243981275
dimwishlist:item=2554513694&perks=1478423395,106909392,960810156,2173046394
dimwishlist:item=2554513694&perks=1478423395,106909392,960810156,2396489472
dimwishlist:item=2554513694&perks=1478423395,106909392,960810156,243981275

// Aberrant Action
//notes:[Tier]: A / [Notes]: strict downgrade from Returned in almost all scenarios | tags: aegis endgame pve
dimwishlist:item=2198166292&perks=3525010810,106909392,3017780555,4293542123
dimwishlist:item=2198166292&perks=3525010810,106909392,3017780555,2610012052
dimwishlist:item=2198166292&perks=3525010810,106909392,2869569095,4293542123
dimwishlist:item=2198166292&perks=3525010810,106909392,2869569095,2610012052
dimwishlist:item=2198166292&perks=3525010810,106909392,691659142,4293542123
dimwishlist:item=2198166292&perks=3525010810,106909392,691659142,2610012052
dimwishlist:item=2198166292&perks=1478423395,106909392,3017780555,4293542123
dimwishlist:item=2198166292&perks=1478423395,106909392,3017780555,2610012052
dimwishlist:item=2198166292&perks=1478423395,106909392,2869569095,4293542123
dimwishlist:item=2198166292&perks=1478423395,106909392,2869569095,2610012052
dimwishlist:item=2198166292&perks=1478423395,106909392,691659142,4293542123
dimwishlist:item=2198166292&perks=1478423395,106909392,691659142,2610012052

// Tinasha's Mastery
//notes:[Tier]: A / [Notes]: a more useful multi-stun tool than Deliverance but still fairly niche | tags: aegis endgame pve
dimwishlist:item=480368036&perks=3525010810,106909392,1421772400,2978966579
dimwishlist:item=480368036&perks=3525010810,106909392,1421772400,3708227201
dimwishlist:item=480368036&perks=3525010810,106909392,1421772400,2109543898
dimwishlist:item=480368036&perks=3525010810,106909392,3993379141,2978966579
dimwishlist:item=480368036&perks=3525010810,106909392,3993379141,3708227201
dimwishlist:item=480368036&perks=3525010810,106909392,3993379141,2109543898
dimwishlist:item=480368036&perks=3525010810,106909392,951095735,2978966579
dimwishlist:item=480368036&perks=3525010810,106909392,951095735,3708227201
dimwishlist:item=480368036&perks=3525010810,106909392,951095735,2109543898
dimwishlist:item=480368036&perks=1478423395,106909392,1421772400,2978966579
dimwishlist:item=480368036&perks=1478423395,106909392,1421772400,3708227201
dimwishlist:item=480368036&perks=1478423395,106909392,1421772400,2109543898
dimwishlist:item=480368036&perks=1478423395,106909392,3993379141,2978966579
dimwishlist:item=480368036&perks=1478423395,106909392,3993379141,3708227201
dimwishlist:item=480368036&perks=1478423395,106909392,3993379141,2109543898
dimwishlist:item=480368036&perks=1478423395,106909392,951095735,2978966579
dimwishlist:item=480368036&perks=1478423395,106909392,951095735,3708227201
dimwishlist:item=480368036&perks=1478423395,106909392,951095735,2109543898
dimwishlist:item=247984828&perks=3525010810,106909392,1421772400,2978966579
dimwishlist:item=247984828&perks=3525010810,106909392,1421772400,3708227201
dimwishlist:item=247984828&perks=3525010810,106909392,1421772400,2109543898
dimwishlist:item=247984828&perks=3525010810,106909392,3993379141,2978966579
dimwishlist:item=247984828&perks=3525010810,106909392,3993379141,3708227201
dimwishlist:item=247984828&perks=3525010810,106909392,3993379141,2109543898
dimwishlist:item=247984828&perks=3525010810,106909392,951095735,2978966579
dimwishlist:item=247984828&perks=3525010810,106909392,951095735,3708227201
dimwishlist:item=247984828&perks=3525010810,106909392,951095735,2109543898
dimwishlist:item=247984828&perks=1478423395,106909392,1421772400,2978966579
dimwishlist:item=247984828&perks=1478423395,106909392,1421772400,3708227201
dimwishlist:item=247984828&perks=1478423395,106909392,1421772400,2109543898
dimwishlist:item=247984828&perks=1478423395,106909392,3993379141,2978966579
dimwishlist:item=247984828&perks=1478423395,106909392,3993379141,3708227201
dimwishlist:item=247984828&perks=1478423395,106909392,3993379141,2109543898
dimwishlist:item=247984828&perks=1478423395,106909392,951095735,2978966579
dimwishlist:item=247984828&perks=1478423395,106909392,951095735,3708227201
dimwishlist:item=247984828&perks=1478423395,106909392,951095735,2109543898

// The Call
//notes:[Tier]: A / [Notes]: Dealer's Choice kit fill, also has solid sustain in Slice + Chaos, awful ammo gen | tags: aegis endgame pve
dimwishlist:item=3947966653&perks=3525010810,106909392,923806249,3640170453
dimwishlist:item=3947966653&perks=3525010810,106909392,923806249,831391274
dimwishlist:item=3947966653&perks=3525010810,106909392,923806249,2610012052
dimwishlist:item=3947966653&perks=3525010810,106909392,1556840489,3640170453
dimwishlist:item=3947966653&perks=3525010810,106909392,1556840489,831391274
dimwishlist:item=3947966653&perks=3525010810,106909392,1556840489,2610012052
dimwishlist:item=3947966653&perks=3525010810,106909392,3523296417,3640170453
dimwishlist:item=3947966653&perks=3525010810,106909392,3523296417,831391274
dimwishlist:item=3947966653&perks=3525010810,106909392,3523296417,2610012052
dimwishlist:item=3947966653&perks=1478423395,106909392,923806249,3640170453
dimwishlist:item=3947966653&perks=1478423395,106909392,923806249,831391274
dimwishlist:item=3947966653&perks=1478423395,106909392,923806249,2610012052
dimwishlist:item=3947966653&perks=1478423395,106909392,1556840489,3640170453
dimwishlist:item=3947966653&perks=1478423395,106909392,1556840489,831391274
dimwishlist:item=3947966653&perks=1478423395,106909392,1556840489,2610012052
dimwishlist:item=3947966653&perks=1478423395,106909392,3523296417,3640170453
dimwishlist:item=3947966653&perks=1478423395,106909392,3523296417,831391274
dimwishlist:item=3947966653&perks=1478423395,106909392,3523296417,2610012052

// Unfall
//notes:[Tier]: A / [Notes]: does nothing better than other rocket sidearms, notably has Overload | tags: aegis endgame pve
dimwishlist:item=738446555&perks=3525010810,1380253176,1556840489,3081867624
dimwishlist:item=738446555&perks=3525010810,1380253176,1556840489,3966416502
dimwishlist:item=738446555&perks=3525010810,1380253176,951095735,3081867624
dimwishlist:item=738446555&perks=3525010810,1380253176,951095735,3966416502
dimwishlist:item=738446555&perks=3525010810,1380253176,1683379515,3081867624
dimwishlist:item=738446555&perks=3525010810,1380253176,1683379515,3966416502
dimwishlist:item=738446555&perks=1478423395,1380253176,1556840489,3081867624
dimwishlist:item=738446555&perks=1478423395,1380253176,1556840489,3966416502
dimwishlist:item=738446555&perks=1478423395,1380253176,951095735,3081867624
dimwishlist:item=738446555&perks=1478423395,1380253176,951095735,3966416502
dimwishlist:item=738446555&perks=1478423395,1380253176,1683379515,3081867624
dimwishlist:item=738446555&perks=1478423395,1380253176,1683379515,3966416502

// Chronophage
//notes:[Tier]: S / [Notes]: excellent pairing with artifact, volatile is very good for Harsh Refraction purposes | tags: aegis endgame pve
dimwishlist:item=1886840007&perks=1840239774,2749775325,776531651,2048641572
dimwishlist:item=1886840007&perks=1840239774,2749775325,776531651,2109543898
dimwishlist:item=1886840007&perks=1840239774,2749775325,3700496672,2048641572
dimwishlist:item=1886840007&perks=1840239774,2749775325,3700496672,2109543898

// Unsworn
//notes:[Tier]: S / [Notes]: only kinetic slot StL trace, excellent with Tablet of Ruin, wish it had Slice | tags: aegis endgame pve
dimwishlist:item=1303313141&perks=1840239774,2749775325,3700496672,831391274
dimwishlist:item=1303313141&perks=1840239774,2749775325,3700496672,4198902903
dimwishlist:item=1303313141&perks=1840239774,2749775325,960997401,831391274
dimwishlist:item=1303313141&perks=1840239774,2749775325,960997401,4198902903
dimwishlist:item=3462679024&perks=1840239774,2749775325,3700496672,3640170453
dimwishlist:item=3462679024&perks=1840239774,2749775325,3700496672,831391274
dimwishlist:item=3462679024&perks=1840239774,2749775325,3700496672,4198902903
dimwishlist:item=3462679024&perks=1840239774,2749775325,960997401,3640170453
dimwishlist:item=3462679024&perks=1840239774,2749775325,960997401,831391274
dimwishlist:item=3462679024&perks=1840239774,2749775325,960997401,4198902903

// Hollow Denial
//notes:[Tier]: A / [Notes]: actually pretty decent with Volatile Flow in a trace-focused build for barrier stun, high ammo gen | tags: aegis endgame pve
dimwishlist:item=2323544076&perks=1840239774,2749775325,1556840489,776531651
dimwishlist:item=2323544076&perks=1840239774,2749775325,1048183818,776531651

// Retraced Path
//notes:[Tier]: A / [Notes]: best anti-barrier trace option, also solid for solar Verity use cases | tags: aegis endgame pve
dimwishlist:item=548958835&perks=1840239774,2749775325,3700496672,4293542123
dimwishlist:item=548958835&perks=1840239774,2749775325,3700496672,3523296417
dimwishlist:item=548958835&perks=1840239774,2749775325,3700496672,1683379515
dimwishlist:item=548958835&perks=1840239774,2749775325,1048183818,4293542123
dimwishlist:item=548958835&perks=1840239774,2749775325,1048183818,3523296417
dimwishlist:item=548958835&perks=1840239774,2749775325,1048183818,1683379515

// Keraunios
//notes:[Tier]: A / [Notes]: decently fast jolt application, also has StL + Chain for pickups, just not as strong with artifact | tags: aegis endgame pve
dimwishlist:item=2386208942&perks=1840239774,2749775325,3700496672,2396489472
dimwishlist:item=2386208942&perks=1840239774,2749775325,3700496672,3966416502
dimwishlist:item=2386208942&perks=1840239774,2749775325,3700496672,4198902903
dimwishlist:item=2386208942&perks=1840239774,2749775325,1354429876,2396489472
dimwishlist:item=2386208942&perks=1840239774,2749775325,1354429876,3966416502
dimwishlist:item=2386208942&perks=1840239774,2749775325,1354429876,4198902903
dimwishlist:item=981450701&perks=1840239774,2749775325,3700496672,2396489472
dimwishlist:item=981450701&perks=1840239774,2749775325,3700496672,3966416502
dimwishlist:item=981450701&perks=1840239774,2749775325,3700496672,4198902903
dimwishlist:item=981450701&perks=1840239774,2749775325,1354429876,2396489472
dimwishlist:item=981450701&perks=1840239774,2749775325,1354429876,3966416502
dimwishlist:item=981450701&perks=1840239774,2749775325,1354429876,4198902903

// Acasia's Dejection
//notes:[Tier]: A / [Notes]: best Burning Ambition weapon for ignition builds | tags: aegis endgame pve
dimwishlist:item=1471212226&perks=1840239774,2749775325,2890807135,4293542123
dimwishlist:item=1471212226&perks=1840239774,2749775325,2890807135,3640170453
dimwishlist:item=1471212226&perks=1840239774,2749775325,2890807135,4198902903
dimwishlist:item=1471212226&perks=1840239774,2749775325,1523832109,4293542123
dimwishlist:item=1471212226&perks=1840239774,2749775325,1523832109,3640170453
dimwishlist:item=1471212226&perks=1840239774,2749775325,1523832109,4198902903
dimwishlist:item=1471212226&perks=1840239774,2749775325,2869569095,4293542123
dimwishlist:item=1471212226&perks=1840239774,2749775325,2869569095,3640170453
dimwishlist:item=1471212226&perks=1840239774,2749775325,2869569095,4198902903
dimwishlist:item=3493494807&perks=1840239774,2749775325,2890807135,4293542123
dimwishlist:item=3493494807&perks=1840239774,2749775325,2890807135,3640170453
dimwishlist:item=3493494807&perks=1840239774,2749775325,2890807135,4198902903
